"object_id","volume","region_name","lga"
6183,1300,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
6184,4700,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6185,351,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6186,14000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6187,9700,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6188,18000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6189,25000,"NORTHERN REGION","MITCHELL"
6190,15000,"NORTHERN REGION","MITCHELL"
6191,10000,"NORTHERN REGION","MITCHELL"
6192,6700,"NORTH EASTERN REGION","STRATHBOGIE"
6193,1500,"NORTH EASTERN REGION","MURRINDINDI"
6194,15000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6195,15000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6196,9200,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6197,13000,"METROPOLITAN NORTH WEST REGION","HUME"
6198,3600,"METROPOLITAN NORTH WEST REGION","HUME"
6199,16000,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6200,115,"NORTH EASTERN REGION","ALPINE"
6201,7800,"SOUTH WESTERN REGION","GEELONG"
6202,10000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6203,5000,"WESTERN REGION","BALLARAT"
6204,4900,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6205,5400,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
6206,291,"EASTERN REGION","SOUTH GIPPSLAND"
6207,1700,"NORTHERN REGION","CAMPASPE"
6208,9300,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6209,3000,"NORTH EASTERN REGION","SHEPPARTON"
6210,628,"NORTH EASTERN REGION","SHEPPARTON"
6211,389,"NORTHERN REGION","CAMPASPE"
6212,215,"EASTERN REGION","BASS COAST"
6213,2600,"METROPOLITAN NORTH WEST REGION","MORELAND"
6214,2000,"SOUTH WESTERN REGION","GEELONG"
6215,71,"EASTERN REGION","BAW BAW"
6216,523,"EASTERN REGION","SOUTH GIPPSLAND"
6217,3900,"EASTERN REGION","WELLINGTON"
6218,10000,"EASTERN REGION","EAST GIPPSLAND"
6219,2200,"EASTERN REGION","EAST GIPPSLAND"
6220,832,"EASTERN REGION","EAST GIPPSLAND"
6221,6000,"WESTERN REGION","MILDURA"
6222,11000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6223,12000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
6224,11000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6225,4600,"METROPOLITAN NORTH WEST REGION","HUME"
6226,8200,"METROPOLITAN SOUTH EAST REGION","KNOX"
6227,6800,"EASTERN REGION","LATROBE"
6228,5600,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6229,12000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6230,16000,"METROPOLITAN NORTH WEST REGION","WYNDHAM"
6231,8500,"METROPOLITAN SOUTH EAST REGION","CASEY"
6232,18000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6233,4700,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6234,5500,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6235,2200,"EASTERN REGION","EAST GIPPSLAND"
6236,836,"WESTERN REGION","CENTRAL GOLDFIELDS"
6237,4900,"METROPOLITAN NORTH WEST REGION","MORELAND"
6238,3400,"NORTH EASTERN REGION","SHEPPARTON"
6239,1200,"NORTH EASTERN REGION","STRATHBOGIE"
6240,16000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
6241,11000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6242,599,"WESTERN REGION","YARRIAMBIACK"
6243,302,"WESTERN REGION","NORTHERN GRAMPIANS"
6244,1100,"WESTERN REGION","HORSHAM"
6245,6600,"NORTHERN REGION","BENDIGO"
6246,6600,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6247,360,"WESTERN REGION","MOORABOOL"
6248,7300,"EASTERN REGION","BAW BAW"
6249,8000,"EASTERN REGION","BAW BAW"
6250,3400,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6251,6300,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6252,5100,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6253,1300,"NORTH EASTERN REGION","INDIGO"
6254,1000,"EASTERN REGION","BAW BAW"
6255,19000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6256,174,"EASTERN REGION","BAW BAW"
6257,2700,"EASTERN REGION","LATROBE"
6258,13000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6259,7200,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6260,13000,"METROPOLITAN NORTH WEST REGION","BANYULE"
6261,10000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6262,7700,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6263,12000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6264,1300,"EASTERN REGION","SOUTH GIPPSLAND"
6265,3100,"EASTERN REGION","WELLINGTON"
6266,3300,"EASTERN REGION","WELLINGTON"
6267,8200,"WESTERN REGION","MILDURA"
6268,964,"WESTERN REGION","MOORABOOL"
6269,17000,"METROPOLITAN NORTH WEST REGION","HUME"
6270,20000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6271,550,"NORTH EASTERN REGION","TOWONG"
6272,301,"EASTERN REGION","WELLINGTON"
6273,3500,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6274,5500,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6275,3400,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
6276,10000,"METROPOLITAN NORTH WEST REGION","MORELAND"
6277,7900,"METROPOLITAN NORTH WEST REGION","MORELAND"
6278,885,"NORTH EASTERN REGION","WANGARATTA"
6279,78,"NORTH EASTERN REGION","WANGARATTA"
6280,1200,"NORTH EASTERN REGION","STRATHBOGIE"
6281,3000,"NORTHERN REGION","CAMPASPE"
6282,902,"NORTHERN REGION","CAMPASPE"
6283,203,"WESTERN REGION","YARRIAMBIACK"
6284,220,"WESTERN REGION","YARRIAMBIACK"
6285,4600,"WESTERN REGION","HORSHAM"
6286,731,"NORTH EASTERN REGION","ALPINE"
6287,911,"EASTERN REGION","WELLINGTON"
6288,685,"EASTERN REGION","WELLINGTON"
6289,7100,"EASTERN REGION","EAST GIPPSLAND"
6290,8400,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6291,11000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6292,16000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
6293,28000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6294,16000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6295,4200,"EASTERN REGION","LATROBE"
6296,6000,"EASTERN REGION","LATROBE"
6297,261,"EASTERN REGION","SOUTH GIPPSLAND"
6298,15000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6299,405,"NORTH EASTERN REGION","INDIGO"
6300,7300,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6301,941,"NORTH EASTERN REGION","INDIGO"
6302,2500,"NORTH EASTERN REGION","INDIGO"
6303,275,"NORTH EASTERN REGION","ALPINE"
6304,1100,"NORTH EASTERN REGION","ALPINE"
6305,19000,"METROPOLITAN NORTH WEST REGION","YARRA"
6306,8400,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6307,14000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6308,249,"NORTHERN REGION","MITCHELL"
6309,3100,"NORTHERN REGION","MITCHELL"
6310,2900,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
6311,2000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6312,3100,"WESTERN REGION","NORTHERN GRAMPIANS"
6313,13000,"WESTERN REGION","HORSHAM"
6314,2100,"WESTERN REGION","HINDMARSH"
6315,2000,"WESTERN REGION","HINDMARSH"
6316,104000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6317,4900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6318,5900,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6319,368,"NORTH EASTERN REGION","MURRINDINDI"
6320,646,"EASTERN REGION","EAST GIPPSLAND"
6321,2000,"NORTHERN REGION","MACEDON RANGES"
6322,892,"EASTERN REGION","WELLINGTON"
6323,1500,"EASTERN REGION","WELLINGTON"
6324,1300,"EASTERN REGION","EAST GIPPSLAND"
6325,101,"NORTH EASTERN REGION","ALPINE"
6326,961,"EASTERN REGION","SOUTH GIPPSLAND"
6327,1800,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
6328,23000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6329,1000,"EASTERN REGION","LATROBE"
6330,958,"EASTERN REGION","LATROBE"
6331,4400,"EASTERN REGION","LATROBE"
6332,6700,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
6333,4000,"EASTERN REGION","LATROBE"
6334,610,"NORTHERN REGION","LODDON"
6335,51000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
6336,37000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6337,366,"EASTERN REGION","EAST GIPPSLAND"
6338,2700,"WESTERN REGION","MILDURA"
6339,696,"NORTHERN REGION","BULOKE"
6340,866,"NORTHERN REGION","BULOKE"
6341,1800,"NORTHERN REGION","LODDON"
6342,508,"EASTERN REGION","BAW BAW"
6343,509,"WESTERN REGION","YARRIAMBIACK"
6344,3700,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6345,351,"METROPOLITAN SOUTH EAST REGION","CARDINIA"
6346,14000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6347,8200,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6348,876,"NORTH EASTERN REGION","MOIRA"
6349,3800,"NORTH EASTERN REGION","MOIRA"
6350,1200,"NORTH EASTERN REGION","INDIGO"
6351,17000,"EASTERN REGION","LATROBE"
6352,35000,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
6353,37000,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
6354,32000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6355,20000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6356,14000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6357,18000,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6358,179,"WESTERN REGION","YARRIAMBIACK"
6359,216,"NORTHERN REGION","BULOKE"
6360,348,"NORTHERN REGION","BULOKE"
6361,2100,"WESTERN REGION","NORTHERN GRAMPIANS"
6362,31000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6363,567,"WESTERN REGION","MILDURA"
6364,970,"NORTHERN REGION","BULOKE"
6365,1400,"NORTHERN REGION","BULOKE"
6366,1500,"NORTHERN REGION","LODDON"
6367,1100,"NORTHERN REGION","LODDON"
6368,2800,"WESTERN REGION","HINDMARSH"
6369,7700,"WESTERN REGION","BALLARAT"
6370,5000,"WESTERN REGION","BALLARAT"
6371,3300,"SOUTH WESTERN REGION","GOLDEN PLAINS"
6372,13000,"SOUTH WESTERN REGION","GEELONG"
6373,31000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6374,4400,"EASTERN REGION","LATROBE"
6375,16000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
6376,4100,"EASTERN REGION","LATROBE"
6377,3600,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6378,5100,"EASTERN REGION","WELLINGTON"
6379,3200,"EASTERN REGION","WELLINGTON"
6380,4100,"EASTERN REGION","EAST GIPPSLAND"
6381,4500,"EASTERN REGION","EAST GIPPSLAND"
6382,1000,"EASTERN REGION","EAST GIPPSLAND"
6383,12000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6384,19000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6385,7000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6386,12000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6387,3700,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6388,939,"WESTERN REGION","PYRENEES"
6389,5600,"NORTH EASTERN REGION","WANGARATTA"
6390,8400,"NORTH EASTERN REGION","INDIGO"
6391,2800,"NORTHERN REGION","SWAN HILL"
6392,5800,"NORTHERN REGION","SWAN HILL"
6393,1800,"NORTH EASTERN REGION","WANGARATTA"
6394,7700,"SOUTH WESTERN REGION","GEELONG"
6395,9900,"SOUTH WESTERN REGION","GEELONG"
6396,4400,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6397,233,"WESTERN REGION","HINDMARSH"
6398,477,"WESTERN REGION","HINDMARSH"
6399,8500,"METROPOLITAN NORTH WEST REGION","YARRA"
6400,9800,"METROPOLITAN NORTH WEST REGION","YARRA"
6401,6700,"WESTERN REGION","MOORABOOL"
6402,4700,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6403,11000,"METROPOLITAN NORTH WEST REGION","HUME"
6404,2700,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
6405,77,"NORTH EASTERN REGION","MANSFIELD"
6406,356,"NORTH EASTERN REGION","MURRINDINDI"
6407,506,"EASTERN REGION","EAST GIPPSLAND"
6408,1900,"NORTHERN REGION","MACEDON RANGES"
6409,800,"EASTERN REGION","WELLINGTON"
6410,1100,"NORTHERN REGION","SWAN HILL"
6411,2000,"NORTHERN REGION","GANNAWARRA"
6412,2000,"NORTHERN REGION","GANNAWARRA"
6413,351,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6414,16000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6415,14000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6416,6600,"EASTERN REGION","LATROBE"
6417,135,"EASTERN REGION","WELLINGTON"
6418,9800,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6419,7700,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
6420,5900,"SOUTH WESTERN REGION","GEELONG"
6421,16000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6422,14000,"WESTERN REGION","BALLARAT"
6423,754,"WESTERN REGION","CENTRAL GOLDFIELDS"
6424,663,"NORTH EASTERN REGION","STRATHBOGIE"
6425,645,"NORTH EASTERN REGION","MANSFIELD"
6426,6500,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6427,2100,"NORTHERN REGION","MITCHELL"
6428,954,"EASTERN REGION","EAST GIPPSLAND"
6429,482,"EASTERN REGION","EAST GIPPSLAND"
6430,1500,"NORTH EASTERN REGION","ALPINE"
6431,13000,"WESTERN REGION","MOORABOOL"
6432,13000,"WESTERN REGION","MOORABOOL"
6433,7300,"WESTERN REGION","BALLARAT"
6434,4900,"WESTERN REGION","BALLARAT"
6435,1100,"NORTH EASTERN REGION","ALPINE"
6436,1800,"NORTH EASTERN REGION","ALPINE"
6437,2600,"NORTH EASTERN REGION","WANGARATTA"
6438,6900,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
6439,1500,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6440,8200,"METROPOLITAN SOUTH EAST REGION","KNOX"
6441,5900,"METROPOLITAN SOUTH EAST REGION","KNOX"
6442,11000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6443,7300,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6444,10000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6445,7000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6446,9000,"METROPOLITAN NORTH WEST REGION","BANYULE"
6447,1200,"EASTERN REGION","BAW BAW"
6448,3400,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6449,8400,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6450,7500,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6451,829,"SOUTH WESTERN REGION","CORANGAMITE"
6452,3600,"METROPOLITAN NORTH WEST REGION","HUME"
6453,9400,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6454,7200,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6455,13000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6456,2900,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6457,4500,"METROPOLITAN NORTH WEST REGION","MORELAND"
6458,5500,"METROPOLITAN NORTH WEST REGION","MORELAND"
6459,4600,"NORTH EASTERN REGION","SHEPPARTON"
6460,2400,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6461,7900,"NORTHERN REGION","MITCHELL"
6462,8800,"NORTHERN REGION","CAMPASPE"
6463,3200,"NORTHERN REGION","CAMPASPE"
6464,885,"NORTHERN REGION","CAMPASPE"
6465,1500,"NORTHERN REGION","MITCHELL"
6466,7400,"NORTHERN REGION","MITCHELL"
6467,2600,"NORTH EASTERN REGION","WODONGA"
6468,2300,"NORTH EASTERN REGION","ALPINE"
6469,3400,"WESTERN REGION","HORSHAM"
6470,3200,"WESTERN REGION","HORSHAM"
6471,15000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
6472,1400,"WESTERN REGION","WEST WIMMERA"
6473,393,"NORTH EASTERN REGION","MURRINDINDI"
6474,2100,"NORTHERN REGION","MITCHELL"
6475,7600,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6476,518,"NORTHERN REGION","CAMPASPE"
6477,1200,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6478,12000,"METROPOLITAN NORTH WEST REGION","BANYULE"
6479,642,"EASTERN REGION","EAST GIPPSLAND"
6480,4400,"WESTERN REGION","MILDURA"
6481,445,"NORTHERN REGION","BULOKE"
6482,1200,"NORTHERN REGION","BULOKE"
6483,902,"NORTHERN REGION","LODDON"
6484,1900,"NORTHERN REGION","LODDON"
6485,1800,"SOUTH WESTERN REGION","COLAC OTWAY"
6486,731,"SOUTH WESTERN REGION","MOYNE"
6487,10000,"METROPOLITAN NORTH WEST REGION","MORELAND"
6488,7500,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6489,19000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6490,7700,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6491,12000,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
6492,9600,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6493,23000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6494,9300,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6495,13000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6496,7900,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6497,3800,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6498,14000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6499,21000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6500,9600,"METROPOLITAN SOUTH EAST REGION","WHITEHORSE"
6501,11000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6502,20000,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6503,12000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6504,12000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6505,8500,"METROPOLITAN SOUTH EAST REGION","KINGSTON"
6506,11000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6507,18000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6508,9000,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6509,14000,"METROPOLITAN SOUTH EAST REGION","MAROONDAH"
6510,5300,"METROPOLITAN SOUTH EAST REGION","MANNINGHAM"
6511,4100,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6512,939,"NORTH EASTERN REGION","MOIRA"
6513,3500,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6514,17000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6515,20000,"METROPOLITAN SOUTH EAST REGION","KNOX"
6516,14000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6517,7000,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6518,5600,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6519,17000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6520,27000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6521,26000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6522,903,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6523,4400,"WESTERN REGION","BALLARAT"
6524,5800,"SOUTH WESTERN REGION","GOLDEN PLAINS"
6525,1100,"SOUTH WESTERN REGION","GEELONG"
6526,29000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6527,21000,"METROPOLITAN SOUTH EAST REGION","FRANKSTON"
6528,8800,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6529,19000,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6530,5300,"METROPOLITAN NORTH WEST REGION","MARIBYRNONG"
6531,26000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6532,18000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6533,12000,"NORTH EASTERN REGION","WODONGA"
6534,2100,"EASTERN REGION","LATROBE"
6535,3100,"EASTERN REGION","LATROBE"
6536,2400,"EASTERN REGION","LATROBE"
6537,5300,"EASTERN REGION","SOUTH GIPPSLAND"
6538,998,"EASTERN REGION","SOUTH GIPPSLAND"
6539,2900,"EASTERN REGION","SOUTH GIPPSLAND"
6540,52,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6541,1600,"METROPOLITAN SOUTH EAST REGION","YARRA RANGES"
6542,1100,"EASTERN REGION","BAW BAW"
6543,12000,"METROPOLITAN NORTH WEST REGION","BANYULE"
6544,1600,"METROPOLITAN NORTH WEST REGION","NILLUMBIK"
6545,9800,"METROPOLITAN NORTH WEST REGION","YARRA"
6546,6600,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6547,2100,"NORTHERN REGION","GANNAWARRA"
6548,1700,"NORTHERN REGION","CAMPASPE"
6549,2800,"NORTH EASTERN REGION","MOIRA"
6550,4000,"NORTH EASTERN REGION","MOIRA"
6551,1700,"NORTH EASTERN REGION","INDIGO"
6552,8500,"NORTH EASTERN REGION","WODONGA"
6553,24000,"METROPOLITAN NORTH WEST REGION","HUME"
6554,13000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6555,21000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6556,15000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6557,4400,"SOUTH WESTERN REGION","GEELONG"
6558,12000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6559,12000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6560,7500,"METROPOLITAN NORTH WEST REGION","MORELAND"
6561,11000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6562,8400,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6563,7300,"METROPOLITAN NORTH WEST REGION","HUME"
6564,19000,"METROPOLITAN NORTH WEST REGION","BANYULE"
6565,12000,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6566,11000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6567,309,"NORTH EASTERN REGION","TOWONG"
6568,17000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6569,6500,"METROPOLITAN SOUTH EAST REGION","CASEY"
6570,215,"EASTERN REGION","EAST GIPPSLAND"
6571,1300,"SOUTH WESTERN REGION","SOUTHERN GRAMPIANS"
6572,1200,"SOUTH WESTERN REGION","CORANGAMITE"
6573,3000,"SOUTH WESTERN REGION","GEELONG"
6574,19000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6575,940,"EASTERN REGION","BAW BAW"
6576,6500,"EASTERN REGION","LATROBE"
6577,1900,"EASTERN REGION","LATROBE"
6578,748,"NORTH EASTERN REGION","TOWONG"
6579,425,"NORTH EASTERN REGION","TOWONG"
6580,2700,"NORTHERN REGION","BENDIGO"
6581,1200,"NORTHERN REGION","CAMPASPE"
6582,7300,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6583,14000,"METROPOLITAN NORTH WEST REGION","HUME"
6584,12000,"METROPOLITAN NORTH WEST REGION","HUME"
6585,16000,"METROPOLITAN NORTH WEST REGION","HOBSONS BAY"
6586,14000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6587,3700,"METROPOLITAN NORTH WEST REGION","MELTON"
6588,1700,"NORTHERN REGION","MACEDON RANGES"
6589,5000,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6590,3200,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6591,3200,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6592,3400,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6593,19000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6594,66000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6595,53000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6596,52000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6597,76000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6598,5700,"METROPOLITAN NORTH WEST REGION","PORT PHILLIP"
6599,2700,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
6600,6000,"METROPOLITAN SOUTH EAST REGION","GLEN EIRA"
6601,3900,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
6602,7800,"METROPOLITAN SOUTH EAST REGION","BOROONDARA"
6603,12000,"METROPOLITAN SOUTH EAST REGION","MONASH"
6604,15000,"METROPOLITAN SOUTH EAST REGION","STONNINGTON"
6605,1300,"NORTHERN REGION","MITCHELL"
6606,3400,"NORTHERN REGION","BENDIGO"
6607,2300,"NORTHERN REGION","BENDIGO"
6608,7200,"NORTHERN REGION","CAMPASPE"
6609,14000,"NORTHERN REGION","CAMPASPE"
6610,15000,"METROPOLITAN NORTH WEST REGION","HUME"
6611,53000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6612,47000,"METROPOLITAN NORTH WEST REGION","MELBOURNE"
6613,57000,"METROPOLITAN NORTH WEST REGION","WHITTLESEA"
6614,80000,"METROPOLITAN NORTH WEST REGION","MOONEE VALLEY"
6615,5800,"METROPOLITAN NORTH WEST REGION","MORELAND"
6616,2900,"METROPOLITAN SOUTH EAST REGION","BAYSIDE"
6617,4000,"NORTH EASTERN REGION","SHEPPARTON"
6618,1600,"NORTH EASTERN REGION","BENALLA"
6619,1200,"WESTERN REGION","HEPBURN"
6620,4100,"WESTERN REGION","HEPBURN"
6621,7100,"WESTERN REGION","BALLARAT"
6622,7700,"WESTERN REGION","BALLARAT"
6623,3500,"WESTERN REGION","BALLARAT"
6624,13000,"METROPOLITAN SOUTH EAST REGION","DANDENONG"
6625,13000,"METROPOLITAN SOUTH EAST REGION","CASEY"
6626,2200,"EASTERN REGION","EAST GIPPSLAND"
6627,10000,"NORTHERN REGION","MACEDON RANGES"
6628,12000,"NORTHERN REGION","MACEDON RANGES"
6629,15000,"METROPOLITAN NORTH WEST REGION","HUME"
6630,50000,"METROPOLITAN NORTH WEST REGION","BRIMBANK"
6631,3300,"METROPOLITAN SOUTH EAST REGION","MORNINGTON PENINSULA"
6632,15000,"METROPOLITAN NORTH WEST REGION","DAREBIN"
6633,5400,"EASTERN REGION","LATROBE"
6634,2000,"EASTERN REGION","LATROBE"
6635,1500,"NORTHERN REGION","BENDIGO"
